person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Stana Tomescu,stanatomescu,stanatomescu@email.ro,7270121431854,1951-05-26,"Drumul Diaconu Nr. 397 Bl. 23  Sc. 20 Ap. 285, Rodna, 558552",0260 116 703,47:a2:04:81:45:a2,169.74.234.108,RO13TYYO3072126694296226,2025-07-01 22:34:47,6878,479,382,275749,f6fe93ae-1111-4f1d-8e35-0fee452f7e6a
Rafael Barbu,rafaelbarbu,rafaelbarbu@141.ro,7250515064312,1986-10-05,"Bulevardul Stoica Nr. 37, Bocsa, 148336",0765 177 663,9d:85:86:54:43:e7,15.27.243.185,RO22EGGT4806433996788460,2025-07-01 22:34:47,14772,839,11,1118229,c79d4055-d4a3-4a8d-8b4c-2c1d171766f4
Floriana Cristea,florianacristea,florianacristea@email.ro,5400813356906,1949-07-19,"Bulevardul Albu Nr. 487, Sebes, 644402",0258 440 427,2b:2b:25:78:c0:6d,174.245.255.118,RO08QSSL1546390576412776,2025-07-01 22:34:47,14303,444,689,1785480,753944c0-ef63-412b-a59e-5097f8bf5f94
Valter Dumitrescu,valterdumitrescu,valterdumitrescu@141.ro,1070426011369,1963-07-17,"Bulevardul Diaconescu Nr. 509, Poienile de sub Munte, 789393",0258 401 958,b8:59:60:00:bc:7a,16.199.101.251,RO58YYAE4866179740825133,2025-07-01 22:34:47,7729,719,727,1091085,e80f2fe8-9b9c-41fd-8b69-86a42226f696
Bianca Ionescu,biancaionescu,biancaionescu@kappa.ro,8420116061665,2002-05-12,"Bulevardul Oprea Nr. 356, Otopeni, 650140",0239 682 971,a2:a2:59:88:ff:5e,207.43.113.224,RO45ZLKL4763628755633541,2025-07-01 22:34:47,29388,438,571,1929564,59326905-b28a-4b9a-bb10-d0854743009a
Antonie Dumitrescu,antoniedumitrescu,antoniedumitrescu@kappa.ro,7730220220661,1940-05-13,"Drumul Suciu Nr. 748, Miercurea-Ciuc, 513379",0233 964 154,0c:d8:a8:03:33:c0,121.154.29.114,RO58RHCO1279705226714945,2025-07-01 22:34:47,21756,886,384,135254,077811c8-1a04-4364-9669-69956f7ea6fe
Vanesa Suciu,vanesasuciu,vanesasuciu@kappa.ro,5620123313345,1946-08-08,"Bulevardul Tania Voinea Nr. 332, Marghita, 108487",0252 469 405,80:ae:e0:ea:bd:dd,43.175.235.38,RO63HAQH5780012672777821,2025-07-01 22:34:47,14259,503,707,146396,baf961cb-fecf-48b7-a0eb-bccc073929ce
Fiodor Voinea,fiodorvoinea,fiodorvoinea@acasa.ro,1600610404484,1943-09-20,"Aleea Eftimie Nr. 794 Bl. 80  Sc. 23 Ap. 501, Santana, 681929",0732 476 202,08:04:ad:a8:21:19,9.201.142.48,RO44LALN7636987430482180,2025-07-01 22:34:47,35718,670,623,1438529,99fbf762-1fa3-451a-8268-a6015e87d73b
Viorel Dobre,vioreldobre,vioreldobre@kappa.ro,4370720366252,1973-02-18,"Drumul Adriana Tomescu Nr. 89, Cumpana, 728621",0764 725 004,c7:29:2c:f1:37:3d,95.217.247.110,RO37IGUM4802608238757374,2025-07-01 22:34:47,733,358,270,1452761,2e34724d-2cce-4ea6-9075-437bf46f6b54
Costache Aanei,costacheaanei,costacheaanei@acasa.ro,2151019343731,1971-02-11,"Soseaua Natalia Tudor, Pantelimon, 845599",0243 168 459,36:f5:41:c4:f2:74,192.56.130.77,RO21ZCSE8048864924422498,2025-07-01 22:34:47,20339,584,130,1796683,92fa3e46-73c5-423a-b458-80bf5c8e1fba
Crina Preda,crinapreda,crinapreda@kappa.ro,1451003108330,2022-01-17,"Strada Nistor Nr. 164, Caracal, 303179",0756 817 643,b2:a0:c4:5a:90:31,183.201.145.197,RO04JWPZ2772883996034444,2025-07-01 22:34:47,6277,827,630,1268077,3972a31f-4b50-4b5e-87ad-ae8e5e7600cf
Octav Suciu,octavsuciu,octavsuciu@gmail.com,1590629363067,1960-09-16,"Drumul Amelia Stoica, Baile Borsa, 633889",0784 732 367,9f:ff:00:bc:ef:15,45.130.236.150,RO30PXQL0926805786397442,2025-07-01 22:34:47,4713,487,797,1487315,212dfc8c-58b4-44b3-8049-be82e216d522
Livia Dima,liviadima,liviadima@141.ro,7000626309811,1933-03-12,"Drumul Marin Nr. 227, Moreni, 969420",0237 605 740,f3:6f:5b:4f:58:b6,100.12.90.149,RO96YNIF6570892512849620,2025-07-01 22:34:47,31077,223,217,605606,92d64327-8344-41b5-9bd3-4f3db237535a
Valeria Ionescu,valeriaionescu,valeriaionescu@kappa.ro,6940509246388,1997-04-01,"Strada Nistor Nr. 136, Pechea, 612964",0771 695 945,3f:6f:9e:f2:e0:37,36.253.127.197,RO50QCBU1495701735429762,2025-07-01 22:34:47,34441,411,538,177306,6daa7b05-ac53-4dcf-9e21-b9cb7f5abb29
Victor Oprea,victoroprea,victoroprea@acasa.ro,5550817162139,2000-09-11,"Strada Dima Nr. 98 Bl. 82  Sc. 58 Ap. 302, Strehaia, 426205",0747 755 801,2e:4b:17:6a:3d:f0,168.86.153.181,RO85DAMN3450585590116455,2025-07-01 22:34:47,20267,568,96,1264720,87ec5290-33f6-457f-9e81-7f2b4c7c7f9a
Larisa Aanei,larisaaanei,larisaaanei@gmail.com,5751112033286,1998-12-04,"Intrarea Oprea, Fagaras, 325752",0723 364 846,df:ce:f9:8d:57:53,21.132.178.211,RO27FCJZ2806989061648056,2025-07-01 22:34:47,33314,176,138,1477951,6fb1516c-0978-4ef6-8b6a-38be096d4227
Doina Dumitrescu,doinadumitrescu,doinadumitrescu@141.ro,4210605373565,2006-08-10,"Bulevardul Marin Nr. 843 Bl. 70  Sc. 31 Ap. 161, Sancraiu de Mures, 902174",0765 312 028,73:df:f3:eb:b9:cc,43.80.203.23,RO68KZGK5632693785103077,2025-07-01 22:34:47,3240,463,752,385135,4c3adf2e-45cf-4cbc-8d04-25160ac1abb2
Alexe Mazilescu,alexemazilescu,alexemazilescu@zzup.ro,3040905316365,1933-07-13,"Aleea Consuela Stănescu Nr. 351 Bl. 70  Sc. 21 Ap. 993, Apahida, 725793",0723 379 675,dc:96:47:bd:83:23,65.255.231.239,RO89TFCU0042954449775927,2025-07-01 22:34:47,21610,77,365,1861462,c3020cac-c05f-4329-9af5-3f9066d2c155
Paula Tabacu,paulatabacu,paulatabacu@gmail.com,7480130224873,2007-02-27,"Aleea Nistor, Ovidiu, 178624",0252 833 585,cc:96:f3:fc:a7:1f,184.25.208.215,RO45HDCC6150079608022456,2025-07-01 22:34:47,32070,330,40,253288,66d7d3ba-a2fc-44c4-9d90-a3b7a895e36a
Nicușor Georgescu,nicușorgeorgescu,nicușorgeorgescu@post.ro,5320731324621,1998-06-06,"Aleea Codin Mazilescu Nr. 58 Bl. 96  Sc. 43 Ap. 778, Podu Iloaiei, 131557",0238 161 706,b8:6e:02:60:6d:e0,220.214.206.58,RO15OSQH8106179588015637,2025-07-01 22:34:47,11233,217,492,1786388,ca21a71c-0e79-4c4d-abc1-d97be6342bea
Francisc Tomescu,francisctomescu,francisctomescu@kappa.ro,8690403434277,1974-12-10,"Strada Cezara Nistor Nr. 22, Apahida, 614311",0237 258 906,f7:99:a0:73:29:07,46.16.122.192,RO49WFVT0756954116616605,2025-07-01 22:34:47,29289,581,718,111188,b8e9f127-943a-4b4d-abdf-57a90ba4b95b
Cezara Ioniță,cezaraioniță,cezaraioniță@email.ro,4910427181619,1915-11-30,"Bulevardul Florea Nr. 145, Husi, 804187",0746 713 869,89:ed:be:e3:85:08,146.10.250.142,RO98TLKP5350483692651286,2025-07-01 22:34:47,3299,857,560,1818863,587ddb5a-110a-41cf-a860-3489d4e20f8e
Sandu Nistor,sandunistor,sandunistor@post.ro,7440115416465,1977-05-12,"Strada Nistor Nr. 60 Bl. 14  Sc. 66 Ap. 647, Baile Borsa, 751621",0248 394 709,a0:1a:3c:fc:74:e5,190.27.176.41,RO34MISU1246185257139650,2025-07-01 22:34:47,3350,890,702,1851464,a6d28d62-75d2-4d12-ada7-ce148821b2d6
Artemisa Tomescu,artemisatomescu,artemisatomescu@zzup.ro,1090127066848,1975-07-14,"Soseaua Ababei Nr. 48 Bl. 34  Sc. 62 Ap. 687, Moisei, 157757",0723 926 241,69:77:3e:95:80:7b,141.31.80.56,RO92LYOU4024128547867288,2025-07-01 22:34:47,15817,782,38,1517822,47fdd88a-015e-4415-a2d9-cf0b72a1be31
Nicolaie Dobre,nicolaiedobre,nicolaiedobre@email.ro,7950323113682,1953-02-20,"Intrarea Lăcrămioara Dinu Nr. 68 Bl. 50  Sc. 98 Ap. 387, Moldova Veche, 872803",0760 936 021,84:6b:74:02:92:78,102.212.70.221,RO17TVOV1206014726363488,2025-07-01 22:34:47,268,982,467,1885484,41a13eac-f334-4103-8766-7a77686f3161
Teohari Dobre,teoharidobre,teoharidobre@141.ro,2500602459012,1977-04-30,"Strada Dochioiu, Vlahita, 427226",0758 218 426,04:dd:6d:b4:f6:63,21.90.145.76,RO79EVUB1715293374955523,2025-07-01 22:34:47,7467,586,490,1064732,56d40c99-1217-4b30-a423-f1e5c29d6a9d
Bogdan Mocanu,bogdanmocanu,bogdanmocanu@email.ro,4430905125328,1957-01-02,"Bulevardul Nemeș Nr. 611 Bl. 18  Sc. 85 Ap. 687, Siria, 394616",0261 306 151,71:9f:a3:e1:86:36,87.209.175.10,RO09PLXE8561370467774644,2025-07-01 22:34:47,28549,443,586,840801,0baab4d5-8f49-4943-aa4c-88abedd1322d
Laurian Tabacu,lauriantabacu,lauriantabacu@email.ro,4241223279201,1967-08-01,"Intrarea Teea Tabacu Nr. 843, Tulcea, 490477",0248 966 145,0d:b9:ad:e7:d7:eb,196.25.43.7,RO52NYHV9345241333576275,2025-07-01 22:34:47,11873,238,89,1011699,25275d02-15cd-4b77-98d5-094e8f4588cb
Janina Eftimie,janinaeftimie,janinaeftimie@gmail.com,8431010399621,1957-08-31,"Drumul Florentina Mocanu Nr. 65, Bragadiru, 916473",0720 290 404,79:f6:2c:26:9f:cf,219.60.16.83,RO54TNXA6626684091058463,2025-07-01 22:34:47,33281,310,84,1876940,43fa9168-b7aa-46e2-a18e-6d95664f4ce0
Milena Florea,milenaflorea,milenaflorea@acasa.ro,6420620302433,1975-02-20,"Drumul Stănescu Nr. 40, Constanta, 971353",0266 488 682,63:08:41:2c:9c:32,193.113.145.63,RO72TJEH4260296488938128,2025-07-01 22:34:47,22345,776,749,1760730,fb2f95a3-0a6f-41f6-8b06-63dae8992baf
Dalia Georgescu,daliageorgescu,daliageorgescu@zzup.ro,7560720147471,1969-12-20,"Bulevardul Ionescu Nr. 13, Segarcea, 334713",0730 946 443,06:62:de:60:4c:40,170.198.83.40,RO29JUKB5455233529077767,2025-07-01 22:34:47,4670,377,782,300436,39f6b800-486f-4e3c-b1a4-768067900db0
Luana Nistor,luananistor,luananistor@141.ro,5401103148049,1991-05-10,"Bulevardul Niță Nr. 15, Popesti-Leordeni, 114049",0764 514 040,57:73:b2:6f:3f:9f,108.113.178.241,RO48MPHT4631455048109828,2025-07-01 22:34:47,34101,774,486,243323,f75e98ce-7713-417a-82d6-8ec74e96cc19
Aglaia Barbu,aglaiabarbu,aglaiabarbu@acasa.ro,6650623301391,1916-02-12,"Drumul Francisc Ioniță, Comanesti, 664788",0728 121 254,cf:e9:21:3a:46:c6,208.171.131.5,RO09RACY0925147817040070,2025-07-01 22:34:47,25531,175,658,596133,e98a94d0-f4de-4dd5-8721-e48e020847f2
Georgiana Dobre,georgianadobre,georgianadobre@acasa.ro,2650409027376,1994-08-18,"Aleea Nistor Nr. 925 Bl. 38  Sc. 84 Ap. 861, Medias, 573848",0763 728 227,17:8a:20:d1:65:d5,65.65.70.42,RO30VVGW7647162415684205,2025-07-01 22:34:47,11254,23,295,618186,a26643f7-d5f0-4204-800a-0e0048924eac
Mihnea Diaconu,mihneadiaconu,mihneadiaconu@gmail.com,5231117251046,1988-04-04,"Strada Eric Nemeș, Aiud, 980193",0730 435 055,f2:bb:a7:5e:4f:9e,54.178.44.122,RO47KHUF3846207476224596,2025-07-01 22:34:47,33716,720,603,1229894,735b614a-267e-4943-82c6-9830ff075b33
Valentina Diaconu,valentinadiaconu,valentinadiaconu@email.ro,7760607269391,1959-02-02,"Soseaua Popa, Balan, 461440",0256 667 873,3e:84:f5:48:95:c3,155.162.89.225,RO20YAYF9592218045608256,2025-07-01 22:34:47,3147,397,134,1879911,efe2bd04-a593-4e51-801a-9b43453e8e93
Amalia Dumitrescu,amaliadumitrescu,amaliadumitrescu@141.ro,1381017024186,1953-12-04,"Aleea Paul Toma Nr. 72, Rosiori de Vede, 553892",0784 435 336,e0:74:b5:c3:d1:2e,87.100.183.82,RO46BOAC6067124189934795,2025-07-01 22:34:47,19282,516,618,255597,a7479af8-5a2f-47da-a206-35f590f5a165
Coralia Mocanu,coraliamocanu,coraliamocanu@141.ro,3750510085299,2008-09-24,"Intrarea Nidia Dochioiu, Tunari, 766552",0262 105 883,a4:04:0d:39:50:11,74.240.21.57,RO13RJLC3674715268453387,2025-07-01 22:34:47,25213,755,309,823817,02fac1fd-9822-42f9-88d3-a83eeb82f49a
Cecilia Dinu,ceciliadinu,ceciliadinu@gmail.com,7490210273385,2001-05-14,"Aleea Niță Nr. 430 Bl. 90  Sc. 15 Ap. 541, Craiova, 941920",0742 867 050,9a:7f:b4:26:36:30,187.213.125.115,RO47PGSD7380086428042207,2025-07-01 22:34:47,13586,996,207,1513054,a3d22f74-a412-4a40-b4c2-dcdc086999bb
Viorela Ionescu,viorelaionescu,viorelaionescu@kappa.ro,8610820069917,1914-12-09,"Strada Ene Nr. 236, Stei, 199674",0233 856 825,d4:86:97:e2:45:b9,192.103.10.71,RO11NFXK6255241387690445,2025-07-01 22:34:47,32537,175,550,1763461,f035be80-b044-413d-8856-51668e256ab7
Amalia Popa,amaliapopa,amaliapopa@acasa.ro,4861107148165,1969-03-15,"Drumul Stan Mocanu Nr. 19 Bl. 90  Sc. 88 Ap. 900, Timisoara, 824445",0784 181 896,1b:e1:b0:30:6e:50,51.169.236.255,RO69ECYU8842213875893367,2025-07-01 22:34:47,33198,416,685,990007,5f9d9bb4-ee16-49e8-a8f1-85892e3246cd
Dimitrina Tabacu,dimitrinatabacu,dimitrinatabacu@kappa.ro,5890606242848,1993-12-10,"Drumul Tudor, Beclean, 763194",0736 401 204,61:5c:9a:07:e5:d5,47.46.162.132,RO86DVQP7281240502441768,2025-07-01 22:34:47,7781,396,121,783155,f3eb50a3-a728-4a8e-833e-1e53daa8d0ce
Georgian Toma,georgiantoma,georgiantoma@gmail.com,4620302417234,1923-10-28,"Soseaua Suciu, Seini, 622870",0784 348 890,c5:26:b1:ee:a3:8f,178.18.253.71,RO07DMCF9323586569306663,2025-07-01 22:34:47,17808,981,617,1902027,6a9a64db-2998-4d42-8941-895b022bba50
Severina Marin,severinamarin,severinamarin@gmail.com,8580231436253,1974-09-18,"Intrarea Diaconu Nr. 21, Arad, 102506",0746 692 566,5f:a5:6e:20:c1:f4,140.42.6.16,RO59DFPS4017115037669793,2025-07-01 22:34:47,30167,776,471,1130971,a28fe3be-2ff4-4f72-a0df-5333c7de8eda
Salomea Florea,salomeaflorea,salomeaflorea@kappa.ro,5981121528071,1972-03-18,"Bulevardul Aanei Nr. 124, Miercurea-Ciuc, 370156",0266 732 287,c8:6f:c7:06:59:42,115.49.101.79,RO05YXDP0854092458169300,2025-07-01 22:34:47,9796,364,140,1905607,04bc53db-c281-438e-9e1b-c4cc1314c976
Rafael Dobre,rafaeldobre,rafaeldobre@kappa.ro,6700601406683,1944-10-31,"Strada Fiona Ioniță Nr. 860, Sacueni, 673264",0233 284 797,0b:d7:57:22:51:b3,143.6.94.236,RO15CZFD5751622753022348,2025-07-01 22:34:47,17629,799,98,378086,e81b145b-291f-494a-82da-24d771d215cd
Laurențiu Barbu,laurențiubarbu,laurențiubarbu@acasa.ro,8451223204208,1918-01-11,"Aleea Diaconescu Nr. 41 Bl. 36  Sc. 44 Ap. 201, Draganesti-Olt, 968394",0720 020 832,3c:77:cb:2a:64:3a,71.243.117.157,RO23XZWL3718058922911060,2025-07-01 22:34:47,28210,339,589,1060811,9ac7172d-184d-40a9-8df4-6d47b74a9d54
Svetlana Stan,svetlanastan,svetlanastan@post.ro,4541220280826,1967-10-15,"Drumul Nemeș Nr. 444, Cugir, 725728",0253 458 441,99:5c:16:43:9d:2f,35.59.31.145,RO69XBFG9008852185409604,2025-07-01 22:34:47,29466,911,404,942538,3abb3144-85f5-4c74-bd9b-ec0983765ebb
Codin Popa,codinpopa,codinpopa@email.ro,2071015399672,2009-12-02,"Strada Rafael Popescu, Corund, 469649",0758 736 211,a0:81:9b:34:8c:81,155.129.190.20,RO59OLKQ9408590487197296,2025-07-01 22:34:47,30857,817,107,1136633,ae0fd819-be55-4f77-9c44-b0cf56765306
Octav Popescu,octavpopescu,octavpopescu@post.ro,3700728258148,1997-01-13,"Intrarea Tudosia Nemeș, Savinesti (Poiana Teiului), 405998",0240 350 635,26:6d:51:d8:30:d4,129.108.228.145,RO46BDXI4926372634268278,2025-07-01 22:34:47,22500,711,555,413297,bded6fdc-382d-4c32-b766-311d8f0877b1
Marcel Ardelean,marcelardelean,marcelardelean@email.ro,6950925052592,1926-01-15,"Bulevardul Ababei Nr. 70 Bl. 22  Sc. 38 Ap. 616, Tunari, 944478",0788 306 192,63:3c:2d:79:b4:cf,100.40.12.74,RO64ZJYS8251260769738186,2025-07-01 22:34:47,19080,3,232,1191183,1df31659-e98b-4b5a-87dd-26f5b784675a
Loredana Pușcașu,loredanapușcașu,loredanapușcașu@acasa.ro,8700727173719,1921-02-18,"Drumul Georgescu Nr. 41 Bl. 22  Sc. 43 Ap. 814, Sebis, 753978",0734 332 689,9e:1c:a8:18:d5:ed,34.125.68.194,RO70OEPR0442136089445380,2025-07-01 22:34:47,9216,328,654,1168184,a94131c7-2a97-4d1b-8fbd-278c6db77082
Ionelia Georgescu,ioneliageorgescu,ioneliageorgescu@acasa.ro,5690709117841,2009-10-27,"Bulevardul Popescu Nr. 36 Bl. 51  Sc. 65 Ap. 872, Covasna, 559820",0770 173 161,05:f0:01:54:64:fe,19.243.243.234,RO63SXLT1230287080535663,2025-07-01 22:34:47,24160,498,409,1671078,931a380c-ab3e-4eb7-9464-93455a23406a
Iuliu Dumitrescu,iuliudumitrescu,iuliudumitrescu@zzup.ro,3100214067803,1923-04-11,"Soseaua Pușcașu, Sighetu Marmatiei, 985901",0745 208 259,c6:21:54:73:3a:3e,182.21.28.70,RO82KKFE5344208052920101,2025-07-01 22:34:47,3433,327,665,410221,fc47294d-be1a-4f1d-bd63-df59bf2895b9
Romina Ardelean,rominaardelean,rominaardelean@post.ro,7850624135063,1937-03-06,"Bulevardul Ardelean Nr. 346 Bl. 10  Sc. 72 Ap. 826, Savinesti (Poiana Teiului), 666005",0763 022 810,2e:24:ee:64:e1:fd,107.247.205.231,RO21WUOY8553042565378543,2025-07-01 22:34:47,5478,193,333,104764,785c7069-e437-4a12-b691-5b0058a436ba
Lăcrămioara Dumitrescu,lăcrămioaradumitrescu,lăcrămioaradumitrescu@zzup.ro,6290414337189,1934-07-10,"Soseaua Flavia Pușcașu Nr. 265 Bl. 44  Sc. 57 Ap. 609, Chisineu-Cris, 869566",0739 017 226,30:70:a6:0c:bf:a4,173.38.102.253,RO70NQEV0895927869504539,2025-07-01 22:34:47,9356,155,649,1504317,8bc773d4-3bc3-4a02-8e24-e2990ed25412
Daria Voinea,dariavoinea,dariavoinea@kappa.ro,4911104056065,1949-10-07,"Strada Barbu Nr. 180 Bl. 82  Sc. 15 Ap. 145, Resita, 302639",0268 774 511,16:c0:c4:65:df:54,138.128.196.254,RO90BTEF6662579996083297,2025-07-01 22:34:47,31920,744,161,337221,78ea6948-435c-4f0b-921b-e5398f2b34ab
Corina Stănescu,corinastănescu,corinastănescu@email.ro,3220921266179,1981-02-11,"Drumul Tomescu Nr. 40, Reghin, 986702",0767 857 029,7c:cf:13:b6:ac:74,128.162.123.164,RO94AZWQ7188499305424417,2025-07-01 22:34:47,8951,871,133,216778,662010f7-441d-40cb-a649-2f4c7f52a351
Ofelia Florea,ofeliaflorea,ofeliaflorea@gmail.com,1580126205957,1943-06-01,"Aleea Pușcașu Nr. 873, Seini, 386791",0786 552 050,06:52:5b:e4:52:52,115.198.56.53,RO76EMDI9057718966173622,2025-07-01 22:34:47,12629,775,98,957531,f36b7a37-f3d3-4cf5-83a4-29d7f1b84349
Carla Ene,carlaene,carlaene@gmail.com,2871201287425,1965-11-22,"Drumul Tomescu Nr. 67 Bl. 77  Sc. 80 Ap. 844, Tandarei, 707051",0749 739 513,d3:75:83:ac:1b:bf,181.103.128.67,RO37UZME5812795411862303,2025-07-01 22:34:47,4921,346,408,1991002,49cb7af3-7a48-4f87-9491-05c8f2257b8a
Lorena Niță,lorenaniță,lorenaniță@post.ro,4700820138935,1954-11-02,"Bulevardul Eftimie Nr. 30 Bl. 27  Sc. 33 Ap. 110, Buzau, 947733",0244 557 367,aa:9b:ce:a6:86:93,93.137.115.6,RO69TPSB8852049687697103,2025-07-01 22:34:47,19605,127,254,1728992,39414cf7-592c-44ef-a494-c865104178a5
Beniamin Stoica,beniaminstoica,beniaminstoica@kappa.ro,5451215232331,1969-05-24,"Bulevardul Corneliu Manole, Codlea, 879921",0253 649 770,ca:8b:d8:5c:45:e4,81.244.69.108,RO47GZPP1079386464389842,2025-07-01 22:34:47,6466,866,744,1924811,acfc0162-9ddc-4a1a-8308-49835a9405c3
Sanda Dumitrescu,sandadumitrescu,sandadumitrescu@gmail.com,4031209054172,1965-11-23,"Strada Sorina Pop Nr. 789, Miercurea-Ciuc, 173370",0711 650 627,29:78:0c:20:be:7f,140.35.58.95,RO50VLVC3413761952957151,2025-07-01 22:34:47,32409,766,363,1932629,8876dd51-8bdb-4a89-90ac-f05c25b63727
Amalia Nemeș,amalianemeș,amalianemeș@acasa.ro,6240326213533,2012-08-07,"Intrarea Florea Tudor Nr. 78, Tufesti, 987667",0744 604 261,94:9a:c6:8b:34:ef,155.249.154.43,RO59ZBRU1451003950769609,2025-07-01 22:34:47,19945,857,390,461298,5071eee4-68db-47f3-a8cf-65c8b633ff9f
Ramona Georgescu,ramonageorgescu,ramonageorgescu@email.ro,8270614514932,2010-07-29,"Bulevardul Nistor, Borsa, 300305",0728 899 513,0d:ed:01:1e:35:af,128.2.32.78,RO08UJCJ9675635631775974,2025-07-01 22:34:47,23573,550,157,320215,45c9f47b-1222-4b5e-8d70-477c4cbbbc0b
Cornelia Mocanu,corneliamocanu,corneliamocanu@post.ro,4130205178130,1936-07-28,"Aleea Oprea Nr. 68, Moinesti, 282162",0268 367 955,d3:66:1a:8a:e3:f9,146.26.142.221,RO07DEXA6185245423544860,2025-07-01 22:34:47,2463,304,520,274195,effc6026-fd42-451f-bed7-b906076b0f26
Radu Dima,radudima,radudima@gmail.com,2150904175632,1953-06-10,"Strada Nistor Nr. 88, Alexandria, 463569",0739 850 081,ad:dd:9e:67:7e:20,170.183.244.54,RO12FFNC2450886270937406,2025-07-01 22:34:47,11202,282,141,45750,74b48ec8-3774-4b67-855d-428cab04a858
Rareș Nistor,rareșnistor,rareșnistor@gmail.com,6591204321823,1924-03-12,"Drumul Tomescu, Marasesti, 749301",0785 503 802,69:25:74:2f:0c:b0,155.40.32.237,RO21OUYY4637407739196675,2025-07-01 22:34:47,9139,785,52,589825,8c121a85-c9e0-4a6f-8890-747b1f6da731
Panagachie Popescu,panagachiepopescu,panagachiepopescu@post.ro,6370130184024,1961-01-05,"Bulevardul Pușcașu Nr. 74 Bl. 28  Sc. 30 Ap. 700, Otelu Rosu, 819265",0245 723 372,37:f0:51:cf:19:01,181.191.76.147,RO54VHZW9612503661616088,2025-07-01 22:34:47,19906,297,190,1426078,2264f4b3-407a-47a4-8106-467fab7c9213
Cezar Pop,cezarpop,cezarpop@post.ro,1490128055943,2002-06-27,"Bulevardul Niculiță Georgescu, Siria, 159739",0729 614 932,75:6a:e2:ee:0d:22,139.135.83.66,RO68DKPR8534904047457510,2025-07-01 22:34:47,4491,571,586,1675104,4a7fbeba-0b43-4ac3-9322-41a14679cf73
Achim Dobre,achimdobre,achimdobre@email.ro,4330104419702,1920-07-06,"Aleea Pușcașu Nr. 70, Mioveni, 810324",0784 936 165,53:10:a0:ff:08:f6,67.81.86.138,RO82PLMP1633387294904512,2025-07-01 22:34:47,17129,189,652,1966452,75c8c86c-7645-44a3-b094-7cd73289ce5c
Melania Barbu,melaniabarbu,melaniabarbu@kappa.ro,8060717241979,1915-05-13,"Bulevardul Ene Nr. 61 Bl. 60  Sc. 97 Ap. 433, Simleu Silvaniei, 816987",0745 759 830,1d:e1:87:0d:8d:44,144.1.143.34,RO53SNGP6219758096580897,2025-07-01 22:34:47,5510,335,34,1606486,6a71702b-a235-4e31-bd1c-c7a20f617c33
Luciana Diaconescu,lucianadiaconescu,lucianadiaconescu@141.ro,7710905220778,2016-03-16,"Aleea Dobre, Turnu Magurele, 309810",0785 271 918,66:29:38:fb:ac:b5,46.197.189.64,RO29BENL9670704720052646,2025-07-01 22:34:47,34699,899,639,1875934,fdb4e29e-e9cc-4648-8ead-5a99097f0fb1
Constantina Oprea,constantinaoprea,constantinaoprea@gmail.com,4250424159275,1912-06-17,"Soseaua Diaconescu Nr. 820, Pitesti, 608236",0264 823 423,2b:86:10:a6:5b:90,1.161.111.105,RO38NVNZ1951957601956958,2025-07-01 22:34:47,5749,93,56,732851,30e1bec1-3273-4653-a17c-dd643ed495cc
Pleșu Nemeș,pleșunemeș,pleșunemeș@141.ro,6161119196037,1987-06-26,"Aleea Tomescu Nr. 71 Bl. 19  Sc. 44 Ap. 683, Arbore, 974830",0265 097 221,8f:8e:4e:1c:fe:7a,192.190.99.215,RO25PAEF8550235805900260,2025-07-01 22:34:47,385,164,105,1630829,6989e485-0f21-4f63-a07b-87e26d60a8b9
Cristina Oprea,cristinaoprea,cristinaoprea@email.ro,6080928071195,1973-10-13,"Strada Liliana Toma Nr. 291 Bl. 76  Sc. 57 Ap. 623, Topoloveni, 141325",0239 658 976,ac:89:ce:8b:8d:3b,83.158.192.107,RO03LVNC1204502280552623,2025-07-01 22:34:47,32852,312,734,538660,af24ff2e-2d5b-486e-8b09-767b89ce58ec
Eugen Ioniță,eugenioniță,eugenioniță@kappa.ro,8900308249448,1969-02-26,"Strada Safta Albu, Arbore, 760102",0249 475 585,c0:65:16:18:55:ec,204.55.2.72,RO56MKUB2711950689460446,2025-07-01 22:34:47,31646,218,759,1998758,0d5a1ec8-8c78-4c01-9df7-a2416c2740ee
Georgeta Suciu,georgetasuciu,georgetasuciu@gmail.com,5960526217713,1924-01-11,"Strada Paul Tudor, Maieru, 924884",0246 518 276,2b:b7:5a:db:b1:4a,18.227.154.25,RO22FPPE5207631885130615,2025-07-01 22:34:47,23808,718,42,191328,3c9d7bc4-584c-4248-9811-ca7445aebe17
Stana Dima,stanadima,stanadima@post.ro,7240515334981,2016-03-09,"Strada Ene Nr. 75 Bl. 40  Sc. 56 Ap. 305, Pipera (Voluntari), 515692",0239 569 373,c9:9a:4b:00:dc:bf,24.185.210.187,RO81XTBZ4406723778361499,2025-07-01 22:34:47,21872,764,604,577609,60ae3ea3-6e86-46d0-a9bc-3443e07db7a0
Iulia Cristea,iuliacristea,iuliacristea@email.ro,1381003454294,1999-04-30,"Strada Jeana Mocanu, Calan, 476123",0251 681 630,5b:82:27:76:4b:65,158.34.204.54,RO55STYV6453397869014855,2025-07-01 22:34:47,25556,386,552,887219,a1c5ad1e-e0e3-473c-a092-45fc85423a84
